Publication,Identity,Type,Byline,Probable (cons),Probable (bal),Resembles / notes,Certainty,Mean sentiment,Years
Woman's Exponent,E. S. B.,Initials,2,0,0,Emily B. Spencer,28%,0.065,1875–1876
Woman's Exponent,E. S. W.,Initials,2,0,0,Hannah T. King,25%,0.048,1897–1898
Woman's Exponent,F. E. S.,Initials,2,0,0,Emily Hill Woodmansee,29%,0.066,1889–1895
Woman's Exponent,GO. TO.,Initials,2,0,0,NA,NA,0.041,1875–1875
Woman's Exponent,H. C.,Initials,2,0,0,Emily B. Spencer,38%,0.065,1878–1881
Woman's Exponent,H. M. B.,Initials,2,0,0,Hannah T. King,68%,0.12,1873–1874
Woman's Exponent,H. W. N.,Initials,2,0,0,NA,NA,0.078,1896–1896
Woman's Exponent,I. P. W.,Initials,2,0,0,Mary Ann M. Pratt,46%,0.056,1876–1879
Woman's Exponent,J. L. S.,Initials,2,0,0,Emmeline B. Wells,86%,0.022,1885–1886
Woman's Exponent,K. E. D.,Initials,2,0,0,Mary Ellen Kimball,55%,0.09,1876–1884
Woman's Exponent,L. S.,Initials,2,0,0,Emmeline B. Wells,69%,-0.001,1875–1888
Woman's Exponent,LU.,Initials,2,0,0,Lydia D. Alder,50%,0.066,1890–1890
Woman's Exponent,M. A. F.,Initials,2,0,0,Mary Ellen Kimball,94%,0.091,1872–1874
Woman's Exponent,M. A. S.,Initials,2,0,0,Hannah T. King,35%,0.011,1884–1890
Woman's Exponent,M. A. W.,Initials,2,0,0,Helen Mar Whitney,62%,0.025,1877–1891
Woman's Exponent,M. E. T.,Initials,2,0,0,Emmeline B. Wells,62%,0.089,1889–1889
Woman's Exponent,M. F.,Initials,2,0,0,Lydia D. Alder,41%,0.116,1881–1910
Woman's Exponent,M. F. C.,Initials,2,0,0,Ellis R. Shipp,53%,0.047,1898–1899
Woman's Exponent,M. H. T.,Initials,2,0,0,Lydia D. Alder,67%,0.155,1885–1888
Woman's Exponent,M. I. A.,Initials,2,0,0,Ellis R. Shipp,50%,0.067,1887–1889
Woman's Exponent,M. P.,Initials,2,0,0,Emily B. Spencer,36%,0.28,1876–1888
Woman's Exponent,M. S.,Initials,2,0,0,Helen Mar Whitney,99%,0.049,1877–1885
Woman's Exponent,M. T.,Initials,2,0,0,Hannah T. King,72%,0.087,1875–1876
Woman's Exponent,N. Y.,Initials,2,0,0,Eliza R. Snow,70%,0.099,1886–1887
Woman's Exponent,O. S.,Initials,2,0,0,Lydia D. Alder,38%,0.129,1881–1907
Woman's Exponent,S. A. S.,Initials,2,0,0,Mary Ellen Kimball,24%,0.049,1884–1893
Woman's Exponent,S. G. R.,Initials,2,0,0,Mary Ellen Kimball,52%,0.07,1881–1890
Woman's Exponent,S. J. T.,Initials,2,0,0,NA,NA,0.145,1875–1875
Woman's Exponent,A. A.,Initials,1,0,0,Augusta Joyce Crocheron,29%,0.015,1894–1894
Woman's Exponent,A. B. C.,Initials,1,0,0,L. M. Hewlings,45%,0.053,1875–1875
Woman's Exponent,A. B. D.,Initials,1,0,0,Hannah T. King,76%,0.085,1875–1875
Woman's Exponent,A. BS.,Initials,1,0,0,L. M. Hewlings,76%,0.052,1873–1873
Woman's Exponent,A. C. M.,Initials,1,0,0,Lydia D. Alder,79%,0.013,1896–1896
Woman's Exponent,A. C. W.,Initials,1,0,0,Emily Hill Woodmansee,36%,0.168,1890–1890
Woman's Exponent,A. E. A.,Initials,1,0,0,Hannah T. King,82%,0.098,1889–1889
Woman's Exponent,A. E. F.,Initials,1,0,0,Emily B. Spencer,39%,0.02,1902–1902
Woman's Exponent,A. E. G.,Initials,1,0,0,Mary Ann M. Pratt,77%,0.005,1885–1885
Woman's Exponent,A. E. L.,Initials,1,0,0,Augusta Joyce Crocheron,86%,0.158,1889–1889
Woman's Exponent,A. E. N. R.,Initials,1,0,0,Hannah T. King,99%,0.079,1881–1881
Woman's Exponent,A. E. T.,Initials,1,0,0,NA,NA,0.027,1874–1874
Woman's Exponent,A. F.,Initials,1,0,0,Eliza R. Snow,39%,0.008,1881–1881
Woman's Exponent,A. I. C.,Initials,1,0,0,Mary Ellen Kimball,88%,0.164,1873–1873
Woman's Exponent,A. I. E.,Initials,1,0,0,Lula Greene Richards,74%,0.143,1901–1901
Woman's Exponent,A. L. C.,Initials,1,0,0,Zina D. H. Young,79%,0.077,1897–1897
Woman's Exponent,A. L. F.,Initials,1,0,0,Hannah T. King,97%,0.045,1877–1877
Woman's Exponent,A. L. M.,Initials,1,0,0,Mary Ellen Kimball,66%,0.018,1899–1899
Woman's Exponent,A. N.,Initials,1,0,0,Helen Mar Whitney,50%,0.098,1888–1888
Woman's Exponent,A. N. B.,Initials,1,0,0,Zina D. H. Young,96%,0.144,1889–1889
Woman's Exponent,A. O. S.,Initials,1,0,0,Emmeline B. Wells,71%,0.072,1895–1895
Woman's Exponent,A. P.,Initials,1,0,0,Augusta Joyce Crocheron,100%,0.117,1883–1883
Woman's Exponent,A. R. K.,Initials,1,0,0,Zina D. H. Young,97%,0.055,1884–1884
Woman's Exponent,A. S. B.,Initials,1,0,0,Ellis R. Shipp,55%,0.072,1891–1891
Woman's Exponent,A. S. W.,Initials,1,0,0,Lydia D. Alder,93%,-0.018,1902–1902
Woman's Exponent,A. T. C.,Initials,1,0,0,Hannah T. King,100%,0.02,1889–1889
Woman's Exponent,A. W.,Initials,1,0,0,Hannah T. King,64%,0.184,1877–1877
Woman's Exponent,A[.,Initials,1,0,0,NA,NA,0.103,1878–1878
Woman's Exponent,B. C. D.,Initials,1,0,0,Helen Mar Whitney,61%,-0.036,1875–1875
Woman's Exponent,B. F. C.,Initials,1,0,0,Emmeline B. Wells,93%,0.04,1879–1879
Woman's Exponent,B. M. J. B.,Initials,1,0,0,Emily Hill Woodmansee,88%,0.292,1880–1880
Woman's Exponent,B. W. B.,Initials,1,0,0,Lula Greene Richards,83%,0.087,1877–1877
Woman's Exponent,C. A. C.,Initials,1,0,0,NA,NA,0.095,1896–1896
Woman's Exponent,C. A. J.,Initials,1,0,0,Eliza R. Snow,89%,0.009,1875–1875
Woman's Exponent,C. A. N.,Initials,1,0,0,NA,NA,0.097,1882–1882
Woman's Exponent,C. C. R. W.,Initials,1,0,0,Emmeline B. Wells,75%,0.075,1892–1892
Woman's Exponent,C. E. W.,Initials,1,0,0,Emmeline B. Wells,100%,0.072,1887–1887
Woman's Exponent,C. E. [.,Initials,1,0,0,Hannah T. King,88%,0.197,1878–1878
Woman's Exponent,C. J. T.,Initials,1,0,0,Helen Mar Whitney,34%,0.039,1903–1903
Woman's Exponent,C. LW.,Initials,1,0,0,Augusta Joyce Crocheron,99%,0.075,1890–1890
Woman's Exponent,C. P. G.,Initials,1,0,0,Emmeline B. Wells,96%,0.101,1904–1904
Woman's Exponent,C. R.,Initials,1,0,0,Mary Ellen Kimball,99%,0.117,1877–1877
Woman's Exponent,C. S.,Initials,1,0,0,Helen Mar Whitney,87%,0.048,1875–1875
Woman's Exponent,C. S. W.,Initials,1,0,0,Emily B. Spencer,54%,0.063,1897–1897
Woman's Exponent,C. W.,Initials,1,0,0,Emmeline B. Wells,95%,0.058,1889–1889
Woman's Exponent,C. Y. C.,Initials,1,0,0,Helen Mar Whitney,81%,0.046,1898–1898
Woman's Exponent,D. E. B.,Initials,1,0,0,NA,NA,0.106,1876–1876
Woman's Exponent,D. E. D.,Initials,1,0,0,Hannah T. King,36%,0.14,1888–1888
Woman's Exponent,D. I. S.,Initials,1,0,0,Emmeline B. Wells,42%,0.048,1896–1896
Woman's Exponent,D. K.,Initials,1,0,0,Eliza R. Snow,94%,0.103,1877–1877
Woman's Exponent,D. K. O.,Initials,1,0,0,Zina D. H. Young,86%,0.122,1888–1888
Woman's Exponent,D. P. I.,Initials,1,0,0,Mary Ann M. Pratt,68%,0.092,1876–1876
Woman's Exponent,"E,. B. W.",Initials,1,0,0,Mary Ellen Kimball,73%,0.147,1901–1901
Woman's Exponent,E. A.,Initials,1,0,0,Augusta Joyce Crocheron,88%,0.093,1893–1893
Woman's Exponent,E. A. H.,Initials,1,0,0,NA,NA,-0.047,1898–1898
Woman's Exponent,E. A. P.,Initials,1,0,0,Lydia D. Alder,93%,0.101,1877–1877
Woman's Exponent,"E. B,. W.",Initials,1,0,0,Hannah T. King,33%,0.149,1881–1881
Woman's Exponent,E. B. F.,Initials,1,0,0,Ellis R. Shipp,53%,0.061,1884–1884
Woman's Exponent,E. C.,Initials,1,0,0,Zina D. H. Young,44%,0.116,1876–1876
Woman's Exponent,E. C. C.,Initials,1,0,0,Lula Greene Richards,71%,0.106,1890–1890
Woman's Exponent,E. C. E. F.,Initials,1,0,0,Lydia D. Alder,45%,0.041,1894–1894
Woman's Exponent,E. C. R.,Initials,1,0,0,NA,NA,0.055,1891–1891
Woman's Exponent,E. C. T.,Initials,1,0,0,Emmeline B. Wells,57%,0.059,1901–1901
Woman's Exponent,E. D.,Initials,1,0,0,Zina D. H. Young,56%,0.082,1874–1874
Woman's Exponent,E. E. M.,Initials,1,0,0,Zina D. H. Young,86%,0.087,1876–1876
Woman's Exponent,E. E. W.,Initials,1,0,0,Lydia D. Alder,44%,0.005,1888–1888
Woman's Exponent,E. H.,Initials,1,0,0,Mary Ann M. Pratt,25%,0.023,1894–1894
Woman's Exponent,E. H. C.,Initials,1,0,0,Mary Ellen Kimball,49%,0.048,1899–1899
Woman's Exponent,E. H. G.,Initials,1,0,0,Emily B. Spencer,83%,0.072,1892–1892
Woman's Exponent,E. H. H.,Initials,1,0,0,Helen Mar Whitney,100%,0.01,1904–1904
Woman's Exponent,E. H. L.,Initials,1,0,0,Augusta Joyce Crocheron,44%,0.078,1891–1891
Woman's Exponent,E. J. F.,Initials,1,0,0,Emmeline B. Wells,98%,0.102,1879–1879
Woman's Exponent,E. J. S.,Initials,1,0,0,Helen Mar Whitney,71%,0.077,1895–1895
Woman's Exponent,E. K.,Initials,1,0,0,M. J. Tanner,40%,0.055,1898–1898
Woman's Exponent,E. L. H.,Initials,1,0,0,Helen Mar Whitney,34%,0.061,1878–1878
Woman's Exponent,E. M.,Initials,1,0,0,Hannah T. King,80%,0.094,1872–1872
Woman's Exponent,E. M. A.,Initials,1,0,0,NA,NA,0.138,1880–1880
Woman's Exponent,E. M. S.,Initials,1,0,0,Emmeline B. Wells,66%,0.091,1883–1883
Woman's Exponent,E. P. F.,Initials,1,0,0,NA,NA,0.119,1896–1896
Woman's Exponent,E. R.,Initials,1,0,0,NA,NA,-0.098,1876–1876
Woman's Exponent,E. R. S.,Initials,1,0,0,Augusta Joyce Crocheron,56%,0.257,1891–1891
Woman's Exponent,E. R. S—M. D.,Initials,1,0,0,Augusta Joyce Crocheron,68%,0.167,1889–1889
Woman's Exponent,E. S. H.,Initials,1,0,0,Emily B. Spencer,56%,0.123,1886–1886
Woman's Exponent,E. S. T.,Initials,1,0,0,Helen Mar Whitney,30%,0.042,1896–1896
Woman's Exponent,E. T. G.,Initials,1,0,0,Augusta Joyce Crocheron,46%,0.091,1888–1888
Woman's Exponent,E. V. C.,Initials,1,0,0,Mary Ellen Kimball,18%,0.105,1885–1885
Woman's Exponent,E. W.,Initials,1,0,0,Eliza R. Snow,87%,0.079,1879–1879
Woman's Exponent,E. W. C.,Initials,1,0,0,Lydia D. Alder,51%,0.126,1904–1904
Woman's Exponent,E. W. H.,Initials,1,0,0,Ellis R. Shipp,99%,0.051,1893–1893
Woman's Exponent,F. B.,Initials,1,0,0,Helen Mar Whitney,69%,0.039,1884–1884
Woman's Exponent,F. M. A.,Initials,1,0,0,Lydia D. Alder,64%,0.029,1895–1895
Woman's Exponent,F. R. H.,Initials,1,0,0,NA,NA,0.264,1907–1907
Woman's Exponent,G. B. W.,Initials,1,0,0,Ellis R. Shipp,33%,0.081,1912–1912
Woman's Exponent,G. R.,Initials,1,0,0,Helen Mar Whitney,67%,0,1883–1883
Woman's Exponent,G. R. B.,Initials,1,0,0,Emmeline B. Wells,24%,0.005,1873–1873
Woman's Exponent,H. B. H.,Initials,1,0,0,Ellis R. Shipp,85%,0.051,1901–1901
Woman's Exponent,H. B. T.,Initials,1,0,0,Emmeline B. Wells,65%,0.085,1896–1896
Woman's Exponent,H. H.,Initials,1,0,0,Hannah T. King,97%,-0.016,1888–1888
Woman's Exponent,H. H. S.,Initials,1,0,0,Helen Mar Whitney,52%,0.146,1889–1889
Woman's Exponent,H. K.,Initials,1,0,0,Augusta Joyce Crocheron,67%,0.119,1875–1875
Woman's Exponent,H. L.,Initials,1,0,0,Mary Ellen Kimball,88%,0.082,1876–1876
Woman's Exponent,H. LW.,Initials,1,0,0,Emily B. Spencer,58%,0.066,1892–1892
Woman's Exponent,H. P.,Initials,1,0,0,NA,NA,0.265,1876–1876
Woman's Exponent,H. S.,Initials,1,0,0,Augusta Joyce Crocheron,59%,0.086,1882–1882
Woman's Exponent,I. E. R.,Initials,1,0,0,Emily B. Spencer,36%,0.042,1909–1909
Woman's Exponent,I. F. S.,Initials,1,0,0,Emily B. Spencer,52%,0.039,1899–1899
Woman's Exponent,I. G.,Initials,1,0,0,Emmeline B. Wells,54%,0.099,1876–1876
Woman's Exponent,I. G. M.,Initials,1,0,0,Helen Mar Whitney,84%,0.036,1876–1876
Woman's Exponent,I. H. M.,Initials,1,0,0,Hannah T. King,96%,0.005,1877–1877
Woman's Exponent,I. S. B.,Initials,1,0,0,NA,NA,0.098,1908–1908
Woman's Exponent,I. V. H.,Initials,1,0,0,Zina D. H. Young,50%,0.117,1876–1876
Woman's Exponent,IT.,Initials,1,0,0,Emmeline B. Wells,100%,0.008,1889–1889
Woman's Exponent,J. A. S.,Initials,1,0,0,Zina D. H. Young,81%,0.089,1875–1875
Woman's Exponent,J. B.,Initials,1,0,0,Augusta Joyce Crocheron,63%,0.12,1875–1875
Woman's Exponent,J. B. C.,Initials,1,0,0,Emmeline B. Wells,60%,0.017,1883–1883
Woman's Exponent,J. B. F.,Initials,1,0,0,Helen Mar Whitney,56%,0.065,1878–1878
Woman's Exponent,J. D. W.,Initials,1,0,0,Emily B. Spencer,97%,0.04,1886–1886
Woman's Exponent,J. E. D.,Initials,1,0,0,Lydia D. Alder,58%,-0.051,1874–1874
Woman's Exponent,J. E. T.,Initials,1,0,0,Emmeline B. Wells,45%,0.021,1875–1875
Woman's Exponent,"J. G,. B.",Initials,1,0,0,Emily Hill Woodmansee,47%,0.038,1873–1873
Woman's Exponent,J. M. S.,Initials,1,0,0,Lydia D. Alder,65%,0.041,1890–1890
Woman's Exponent,J. P.,Initials,1,0,0,Helen Mar Whitney,82%,0.034,1889–1889
Woman's Exponent,J. P. M.,Initials,1,0,0,Emmeline B. Wells,92%,0.04,1905–1905
Woman's Exponent,J. Q. C.,Initials,1,0,0,Augusta Joyce Crocheron,55%,0.091,1903–1903
Woman's Exponent,J. S. B.,Initials,1,0,0,Eliza R. Snow,44%,0.122,1885–1885
Woman's Exponent,J. S. C.,Initials,1,0,0,Lydia D. Alder,91%,0.035,1889–1889
Woman's Exponent,J. S. P.,Initials,1,0,0,Helen Mar Whitney,21%,-0.003,1885–1885
Woman's Exponent,K. L. C.,Initials,1,0,0,Zina D. H. Young,93%,0.163,1888–1888
Woman's Exponent,L. B. C.,Initials,1,0,0,Helen Mar Whitney,56%,0.105,1905–1905
Woman's Exponent,L. B. T.,Initials,1,0,0,NA,NA,0.088,1890–1890
Woman's Exponent,L. C.,Initials,1,0,0,Hannah T. King,44%,0.045,1887–1887
Woman's Exponent,L. E.,Initials,1,0,0,Zina D. H. Young,64%,0.131,1879–1879
Woman's Exponent,L. E. C.,Initials,1,0,0,Lydia D. Alder,57%,0.028,1898–1898
Woman's Exponent,L. E. W.,Initials,1,0,0,Zina D. H. Young,35%,0.11,1881–1881
Woman's Exponent,L. L. S.,Initials,1,0,0,Zina D. H. Young,65%,0.145,1884–1884
Woman's Exponent,L. M.,Initials,1,0,0,Lula Greene Richards,42%,0.019,1879–1879
Woman's Exponent,L. M. R.,Initials,1,0,0,Lydia D. Alder,35%,0.046,1900–1900
Woman's Exponent,L. N. D.,Initials,1,0,0,Emily B. Spencer,95%,-0.024,1899–1899
Woman's Exponent,L. P.,Initials,1,0,0,Emmeline B. Wells,35%,0.098,1877–1877
Woman's Exponent,L. S. C.,Initials,1,0,0,Zina D. H. Young,66%,0.172,1877–1877
Woman's Exponent,L. S. D.,Initials,1,0,0,L. M. Hewlings,56%,0.149,1891–1891
Woman's Exponent,L. S. M.,Initials,1,0,0,Emmeline B. Wells,52%,0.042,1896–1896
Woman's Exponent,L. T. F.,Initials,1,0,0,Eliza R. Snow,89%,0.146,1891–1891
Woman's Exponent,M. A. B.,Initials,1,0,0,Mary Ellen Kimball,96%,0.064,1875–1875
Woman's Exponent,M. A. C.,Initials,1,0,0,Helen Mar Whitney,45%,0.057,1888–1888
Woman's Exponent,M. A. G.,Initials,1,0,0,Emily B. Spencer,71%,0.051,1889–1889
Woman's Exponent,M. A. H.,Initials,1,0,0,Lydia D. Alder,63%,0.041,1880–1880
Woman's Exponent,M. A. P.,Initials,1,0,0,Mary Ann M. Pratt,87%,0.032,1884–1884
Woman's Exponent,M. A. P. H.,Initials,1,0,0,Helen Mar Whitney,90%,0.039,1890–1890
Woman's Exponent,M. A. R. G.,Initials,1,0,0,Lydia D. Alder,84%,0.047,1889–1889
Woman's Exponent,M. A. W. S.,Initials,1,0,0,Lydia D. Alder,95%,0.035,1889–1889
Woman's Exponent,M. E. B.,Initials,1,0,0,Mary Ellen Kimball,85%,0.045,1884–1884
Woman's Exponent,M. E. H.,Initials,1,0,0,Emmeline B. Wells,85%,0.111,1890–1890
Woman's Exponent,M. E. L.,Initials,1,0,0,NA,NA,0.154,1880–1880
Woman's Exponent,M. E. S.,Initials,1,0,0,Augusta Joyce Crocheron,97%,0.09,1902–1902
Woman's Exponent,M. E. W.,Initials,1,0,0,Augusta Joyce Crocheron,96%,0.138,1872–1872
Woman's Exponent,M. F. C. M.,Initials,1,0,0,Ellis R. Shipp,69%,0.128,1888–1888
Woman's Exponent,M. F. K.,Initials,1,0,0,NA,NA,0.176,1904–1904
Woman's Exponent,M. I. H.,Initials,1,0,0,Helen Mar Whitney,83%,-0.015,1880–1880
Woman's Exponent,M. L.,Initials,1,0,0,NA,NA,0.146,1875–1875
Woman's Exponent,M. L. G.,Initials,1,0,0,Lydia D. Alder,95%,0.058,1904–1904
Woman's Exponent,M. L. L.,Initials,1,0,0,Mary Ellen Kimball,49%,0.137,1876–1876
Woman's Exponent,M. L. M.,Initials,1,0,0,Lula Greene Richards,42%,0.269,1883–1883
Woman's Exponent,M. L. S.,Initials,1,0,0,Emmeline B. Wells,79%,0.07,1889–1889
Woman's Exponent,M. L. W.,Initials,1,0,0,NA,NA,0.02,1880–1880
Woman's Exponent,M. O. K.,Initials,1,0,0,NA,NA,0.217,1890–1890
Woman's Exponent,M. R.,Initials,1,0,0,Emmeline B. Wells,58%,0.097,1875–1875
Woman's Exponent,M. R. J.,Initials,1,0,0,Emily Hill Woodmansee,100%,0.08,1886–1886
Woman's Exponent,M. S. C.,Initials,1,0,0,L. M. Hewlings,41%,0.094,1874–1874
Woman's Exponent,M. W.,Initials,1,0,0,Hannah T. King,35%,0.063,1877–1877
Woman's Exponent,M. W. W.,Initials,1,0,0,NA,NA,0.192,1878–1878
Woman's Exponent,M. Y. R.,Initials,1,0,0,Lydia D. Alder,42%,0.056,1890–1890
Woman's Exponent,N. C. D.,Initials,1,0,0,Zina D. H. Young,59%,0.082,1905–1905
Woman's Exponent,N. C. Y.,Initials,1,0,0,Lydia D. Alder,53%,0.017,1880–1880
Woman's Exponent,N. P. L.,Initials,1,0,0,NA,NA,0.088,1892–1892
Woman's Exponent,N. W. K.,Initials,1,0,0,NA,NA,0.107,1882–1882
Woman's Exponent,O. H. W.,Initials,1,0,0,Ellis R. Shipp,93%,0.071,1898–1898
Woman's Exponent,P. A. M.,Initials,1,0,0,Helen Mar Whitney,85%,-0.123,1873–1873
Woman's Exponent,P. E. C.,Initials,1,0,0,Eliza R. Snow,55%,0.112,1900–1900
Woman's Exponent,P. H. Y.,Initials,1,0,0,Lydia D. Alder,96%,0.086,1881–1881
Woman's Exponent,P. S. H.,Initials,1,0,0,Zina D. H. Young,66%,0.125,1875–1875
Woman's Exponent,R. A. S.,Initials,1,0,0,Emmeline B. Wells,41%,0.043,1900–1900
Woman's Exponent,R. A. W.,Initials,1,0,0,L. M. Hewlings,32%,0.027,1881–1881
Woman's Exponent,R. C. W.,Initials,1,0,0,Emmeline B. Wells,26%,0.121,1883–1883
Woman's Exponent,R. F. S.,Initials,1,0,0,Hannah T. King,81%,0.152,1878–1878
Woman's Exponent,R. M.,Initials,1,0,0,Mary Ellen Kimball,93%,0.07,1875–1875
Woman's Exponent,R. R.,Initials,1,0,0,Emmeline B. Wells,43%,0.094,1886–1886
Woman's Exponent,R. R. G.,Initials,1,0,0,Emmeline B. Wells,48%,0,1879–1879
Woman's Exponent,R. R. I.,Initials,1,0,0,Lydia D. Alder,64%,0.121,1888–1888
Woman's Exponent,R. S. D.,Initials,1,0,0,Emmeline B. Wells,99%,0.047,1895–1895
Woman's Exponent,R. S. G.,Initials,1,0,0,Lydia D. Alder,93%,0.142,1902–1902
Woman's Exponent,R. W. F.,Initials,1,0,0,Mary Ann M. Pratt,58%,0.03,1887–1887
Woman's Exponent,R. W. S.,Initials,1,0,0,Lydia D. Alder,40%,0.072,1886–1886
Woman's Exponent,S. A.,Initials,1,0,0,Eliza R. Snow,51%,0.021,1878–1878
Woman's Exponent,S. A. C.,Initials,1,0,0,M. J. Tanner,66%,0.054,1874–1874
Woman's Exponent,S. B. R.,Initials,1,0,0,Mary Ellen Kimball,97%,0.025,1874–1874
Woman's Exponent,S. C. D.,Initials,1,0,0,Zina D. H. Young,91%,0.082,1877–1877
Woman's Exponent,S. C. M.,Initials,1,0,0,Emily Hill Woodmansee,79%,0.076,1894–1894
Woman's Exponent,S. E. P.,Initials,1,0,0,Augusta Joyce Crocheron,88%,0.182,1896–1896
Woman's Exponent,S. F. A.,Initials,1,0,0,Helen Mar Whitney,67%,-0.026,1885–1885
Woman's Exponent,S. F. R.,Initials,1,0,0,M. J. Tanner,68%,0.033,1890–1890
Woman's Exponent,S. J. C.,Initials,1,0,0,L. M. Hewlings,51%,0.036,1900–1900
Woman's Exponent,S. J. J.,Initials,1,0,0,Eliza R. Snow,45%,0.052,1876–1876
Woman's Exponent,S. J. M.,Initials,1,0,0,Emmeline B. Wells,95%,0.095,1890–1890
Woman's Exponent,S. K.,Initials,1,0,0,NA,NA,0.208,1886–1886
Woman's Exponent,S. K. G.,Initials,1,0,0,Hannah T. King,68%,0.134,1874–1874
Woman's Exponent,S. L.,Initials,1,0,0,Augusta Joyce Crocheron,88%,0.229,1879–1879
Woman's Exponent,S. M.,Initials,1,0,0,NA,NA,0.122,1878–1878
Woman's Exponent,S. M. H.,Initials,1,0,0,Emmeline B. Wells,97%,0.12,1890–1890
Woman's Exponent,S. P.,Initials,1,0,0,Emmeline B. Wells,71%,-0.004,1889–1889
Woman's Exponent,S. P. G.,Initials,1,0,0,Helen Mar Whitney,76%,0.091,1891–1891
Woman's Exponent,S. R. E.,Initials,1,0,0,NA,NA,0.284,1892–1892
Woman's Exponent,S. S.,Initials,1,0,0,Mary Ann M. Pratt,33%,0.04,1878–1878
Woman's Exponent,S. T.,Initials,1,0,0,Lydia D. Alder,32%,-0.01,1879–1879
Woman's Exponent,S. W. R.,Initials,1,0,0,Emmeline B. Wells,76%,0.019,1895–1895
Woman's Exponent,T. C. J.,Initials,1,0,0,Emily B. Spencer,93%,0.075,1881–1881
Woman's Exponent,T. L. H.,Initials,1,0,0,Helen Mar Whitney,60%,0.127,1885–1885
Woman's Exponent,U. C.,Initials,1,0,0,Hannah T. King,48%,0.117,1883–1883
Woman's Exponent,W. C.,Initials,1,0,0,NA,NA,0.191,1890–1890
Woman's Exponent,W. H. B.,Initials,1,0,0,Emmeline B. Wells,60%,0.038,1889–1889
Woman's Exponent,W. H. S.,Initials,1,0,0,Helen Mar Whitney,54%,0.079,1879–1879
Woman's Exponent,W. J. L.,Initials,1,0,0,Lydia D. Alder,100%,0.148,1902–1902
Woman's Exponent,W. R.,Initials,1,0,0,Emmeline B. Wells,52%,0.033,1889–1889
Woman's Exponent,Y. L. M. I. A.,Initials,1,0,0,Mary Ellen Kimball,37%,0.128,1904–1904
Woman's Exponent,Z. D. H. Y.,Initials,1,0,0,Zina D. H. Young,72%,0.117,1894–1894
Woman's Exponent,Clio,Pen name,0,0,0,Helen Mar Whitney,69%,0.068,1897–1897
Woman's Exponent,Avondale,Pen name,0,0,0,Mary Ann M. Pratt,57%,0.056,1874–1880
Woman's Exponent,Alder,Pen name,0,0,0,M. J. Tanner,50%,0.09,1875–1875
Woman's Exponent,Amicus,Pen name,0,0,0,Emily B. Spencer,23%,0.055,1894–1894
Woman's Exponent,Andrea,Pen name,0,0,0,Mary Ellen Kimball,36%,0.208,1890–1890
Woman's Exponent,Beff,Pen name,0,0,0,Lydia D. Alder,54%,0.123,1878–1878
Woman's Exponent,Creditors,Pen name,0,0,0,Eliza R. Snow,92%,0.026,1872–1872
Woman's Exponent,Emile,Pen name,0,0,0,Augusta Joyce Crocheron,78%,0.142,1875–1875
Woman's Exponent,Grandmother,Pen name,0,0,0,Helen Mar Whitney,91%,0.14,1886–1886
Woman's Exponent,Howarth,Pen name,0,0,0,M. J. Tanner,98%,0.134,1878–1878
Woman's Exponent,Kelson,Pen name,0,0,0,NA,NA,0,1877–1877
Woman's Exponent,Laws,Pen name,0,0,0,Emmeline B. Wells,90%,0.023,1892–1892
Woman's Exponent,Letter,Pen name,0,0,0,NA,NA,0.051,1878–1878
Woman's Exponent,Marriage,Pen name,0,0,0,Emmeline B. Wells,31%,0.099,1896–1896
Woman's Exponent,Meiklejohn,Pen name,0,0,0,Zina D. H. Young,49%,0.145,1877–1877
Woman's Exponent,Plunket,Pen name,0,0,0,Hannah T. King,80%,0.16,1880–1880
Woman's Exponent,Woodruff,Pen name,0,0,0,Augusta Joyce Crocheron,97%,0,1889–1889
Woman's Exponent,WOM-hand-09,Unknown hand,0,0,2090,"style: has, during, further, been, under, its, itself, will",NA,NA,1872–1912
Woman's Exponent,WOM-hand-08,Unknown hand,0,0,2018,"style: does, itself, because, themselves, against, cannot, or, why",NA,NA,1872–1912
Woman's Exponent,WOM-hand-07,Unknown hand,0,0,1784,"style: were, after, by, was, few, very, being, had",NA,NA,1872–1912
Woman's Exponent,WOM-hand-01,Unknown hand,0,0,1203,"style: ourselves, doing, we, our, yours, here, do, ought",NA,NA,1872–1912
Woman's Exponent,WOM-hand-02,Unknown hand,0,0,863,"style: doth, thy, thee, hath, thou, ye, ours, below",NA,NA,1872–1912
Woman's Exponent,WOM-hand-03,Unknown hand,0,0,848,"style: she, her, whom, herself, was, until, hers, where",NA,NA,1872–1912
Woman's Exponent,WOM-hand-00,Unknown hand,0,0,703,"style: him, himself, he, his, did, why, had, could",NA,NA,1872–1912
